name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Thambi,ta,"['Action','Thriller']",20-12-2019,149,UA,150000000,470000000,Flop,"['Karthi', 'Jyothika', 'Sathyaraj', 'Nikhila Vimal', 'Ammu Abhirami', 'Sowcar Janaki', 'Seetha', 'Ilavarasu', 'Anson Paul', 'Ashwanth Ashokkumar', 'Semmalar Annam', 'Bala', 'Hareesh Peradi']","['Suresh Peters', 'Justin Jose', 'Govindh Vasantha', 'Chinmayi Sripaada']","['Jeethu Joseph', 'Sudheesh Ramachandran', 'S. A. Bhaskaran']","[""Rensil D'Silva"", 'K. Manikandan', 'Sameer Arora', 'Vivek', 'Karthik Netha']",[],https://moviesubtitlesrt.com/tamil-movies/thambi-2019-english-subtitles-download/,
Irumbu Kottai Murattu Singam,ta,['Drama'],07-05-2010,143,U,70000000,180000000,Average,"['Raghava Lawrence', 'Padmapriya Janakiraman', 'Raai Laxmi', 'Sandhya', 'Nassar', 'Manorama', 'Ramesh Khanna', 'M. S. Bhaskar', 'Vaiyapuri', 'Delhi Ganesh', 'Ilavarasu', 'Saikumar']",['G. V. Prakash Kumar'],['Chimbu Deven'],['Chimbu Deven'],['Kalpathi S Aghoram'],https://subdl.com/s/subtitle/sd491476/irumbu-kottai-murattu-singam/english,
Sullan,ta,"['Action','Crime','Drama']",23-07-2004,138,UA,25000000,85000000,Flop,"['Dhanush', 'Sindhu Tolani', 'Manivannan', 'Pasupathy Masilamani', 'Sanghavi', 'Easwari Rao']","['Shankar Mahadevan', 'Adnan Sami', 'Vidyasagar', 'K. S. Chithra', 'Sujatha Mohan', 'Madhu Balakrishnan', 'Hariharan', 'Karthik', 'Pop Shalini', 'Harini']",['Ramana'],"['Pa. Vijay', 'Na. Muthu Kumar', 'Yugabharathi', 'Kabilan']",['Salem A. Chandrasekar'],https://www.opensubtitles.org/en/subtitles/7991441/sullan-en,
Adhu Oru Kana Kaalam,ta,['Romance'],01-11-2005,134,,12500000,57000000,Disaster,"['Dhanush', 'Priyamani', 'Delhi Ganesh', 'Kalairani', 'Ramji', 'Tejashree', 'Thalaivasal Vijay', 'Karunas']","['Ilaiyaraaja', 'Bhavatharini', 'Vijay Yesudas', 'Shreya Ghoshal', 'K. G. Ranjith', 'Malathy Lakshman']",['Balu Mahendra'],[],[],https://subdl.com/s/subtitle/sd219443/adhu-oru-kana-kaalam,
Pudhupettai,ta,"['Action','Crime','Drama']",26-05-2006,168,UA,50000000,131500000,Hit,"['Dhanush', 'Sneha', 'N. Azhagamperumal', 'Sonia Agarwal', 'Bala Singh', 'Prudhviraj', 'Thennavan', 'Vijay Sethupathi', 'Aadukalam Murugadoss', 'Boxer Dheena', 'Nithish Veera']","['Yuvan Shankar Raja', 'Vijay Yesudas', 'Shyam Sundar Sengupta', 'Raj Mohan', 'K. G. Ranjith', 'Tanvi Shah']","['Selvaraghavan', 'Kasthoori Raja', 'Aishwarya R. Dhanush']","['Balakumaran', 'Na. Muthu Kumar']","['G. Venugopal', 'V. Swaminathan', 'K. Muralidharan']",http://parsiansub.ir/subtitles/pudhupettai/english/1927357,
Yaaradi Nee Mohini,ta,"['Drama','Romance']",04-04-2008,174,U,60000000,351500000,Blockbuster,"['Dhanush', 'Nayanthara', 'Raghuvaran', 'Karunas', 'Karthik Kumar', 'Saranya Mohan', 'Sukumari', 'Manobala', 'Ragasiya', 'Rachana Maurya']","['Yuvan Shankar Raja', 'D. Imman', 'Udit Narayan', 'Dharan Kumar', 'Haricharan', 'Hariharan', 'Suchitra', 'Karthik', 'Rita Thyagarajan']","['Selvaraghavan', 'Mithran Jawahar']",['Na. Muthu Kumar'],['Dr. K. Vimalageetha'],http://cinemasubtitles.com/subtitles/tamil-movie-cinema/Yaaradi-Nee-Mohini/ea2d8cb1-b90b-4eb8-8e5b-70c141179ba9,
Padikathavan,ta,['Action'],14-01-2009,163,UA,65000000,230000000,Super Hit,"['Dhanush', 'Tamanna Bhatia', 'Vivek', 'Suman Talwar', 'Devadarshini', 'Ganeshkar', 'Chetan', 'Dr. Sharmila', 'Atul Kulkarni', 'Sayaji Shinde', 'Prathap Pothan', 'Meera Krishnan', 'Mayilsamy', 'Suman Shetty', 'Sentrayan', 'Nellai Siva', 'Bonda Mani', 'Crane Manohar', 'Mahanadhi Sankar', 'Aarthi', 'Swaminathan', 'Madhan Bob', 'Nirosha', 'Santhana Bharathi', 'Kadhal Thandapani', 'Karate Raja', 'Suruli Manohar', 'Pandu', 'Ennatha Kannaiya', 'Sashi Kumar']","['Mani Sharma', 'Udit Narayan', 'Karthik', 'Saindhavi Prakash', 'K. G. Ranjith', 'Malathy Lakshman']",['Suraj'],"['Suraj', 'Snehan', 'Pa. Vijay', 'C. Raja Durai']","['B. Bharathi Reddy', 'B. Venkatarama Reddy']",https://subtitleshub.net/padikkathavan-english-srt-2362844/,
Mayakkam Enna,ta,"['Drama','Romance']",25-11-2011,145,UA,90000000,190000000,Flop,"['Dhanush', 'Richa Gangopadhyay', 'Sunder Ramu', 'Pooja Devariya', 'Mathivanan Rajendran', 'Soni Barring', 'Rajiv Choudhry']","['G. V. Prakash Kumar', 'M. R. Rajakrishnan', 'Saindhavi Prakash']","['Selvaraghavan', 'Shilpi Kiran']",[],['A Manohar Prasad'],https://www.opensubtitles.org/en/subtitles/6649110/mayakkam-enna-en,
Power Paandi,ta,"['Action','Drama','Musical']",14-04-2017,130,U,60000000,280000000,Super Hit,"['Rajkiran', 'Prasanna', 'Chaya Singh', 'Dhanush', 'Revathi', 'Madonna Sebastian', 'Robo Shankar', 'Dhivyadharshini', 'Sentrayan', 'Vidyullekha Raman', 'Adukalam Naren', 'Bharathi Kannan', 'Supergood Subramani', 'Master Raghavan', 'KPY Dheena', 'Raveena Ravi']","['Sean Roldan', 'Anthony Daasan']","['Dhanush', 'Subramaniam Siva']",[],['S Vinodkumar'],https://subtitleshub.net/power-paandi-english-srt-5590068/,
Pataas,ta,"['Action','Comedy']",23-01-2015,127,A,180000000,486500000,Average,"['Kalyan Ram', 'Shruti Sodhi', 'Sai Kumar', 'M. S. Narayana', 'Ashutosh Rana', 'Jayaprakash Reddy', 'Posani Krishna Murali', 'Srinivasa Reddy', 'Charandeep', 'Jhansi', 'Praveen', 'Raghu Karumanchi', 'Prabhas Sreenu', 'Pavitra Lokesh', 'Y. Kasi Viswanath', 'Madhunandan', 'Nellore Sudharshan']",['Sai Karthik'],['Anil Ravipudi'],['Anil Ravipudi'],[],https://sub.deltaleech.com/subtitles/pataas/english/1421924,
Manam Kothi Paravai,ta,"['Comedy','Romance']",01-06-2012,137,U,32500000,157500000,Hit,"['Sivakarthikeyan', 'Athmeeya Rajan', 'Ilavarasu', 'Soori', 'Singampuli', 'Srinath', 'Venniradai Moorthy', 'Ravi Mariya', 'Chaams', 'Adukalam Naren']",['D. Imman'],['Ezhil'],['Ezhil'],['S Ambeth Kumar'],https://subdl.com/s/subtitle/sd22509/manam-kothi-paravai,
Mr Local,ta,"['Action','Comedy','Drama']",17-05-2019,155,U,250000000,410000000,Flop,"['Sivakarthikeyan', 'Nayanthara', 'Yogi Babu', 'Robo Shankar', 'Radhika Sarathkumar', 'Narayan Lucky', 'Sathish', 'Balaji Patturaj', 'Harish Siva', 'Manobala', 'Suman Talwar', 'Thambi Ramaiah', 'Harija']","['Anirudh Ravichander', 'T. Udayakumar', 'HipHop Tamizha Adhi', 'Arun Seenu', 'HipHop Tamizha Jeeva', 'Benny Dayal', 'Palaniammal', 'Snigdha Chandra']",['M. Rajesh'],"['M. Rajesh', 'Mirchi Vijay', 'K. R. Dharan', 'Paul B. Sailus', 'Rokesh', 'SanGan']","['K. E. Gnanavelraja', 'C P Jai', 'S. Saravanakumar', 'Karthick Seema', 'Nijat Adgozalli']",https://subdl.com/s/subtitle/sd294273/mr-local,
Namma Veettu Pillai,ta,"['Action','Comedy','Drama']",27-09-2019,153,U,250000000,793500000,Blockbuster,"['Sivakarthikeyan', 'Aishwarya Rajesh', 'Anu Emmanuel', 'Samuthirakani', 'Soori', 'Subbu Panchu', 'Adukalam Naren', 'R. K. Suresh', 'Vela Ramamoorthy', 'Archana', 'Sheela Rajkumar', 'Yogi Babu', 'Arundhathi Nair']","['D. Imman', 'Anirudh Ravichander', 'Sunidhi Chauhan', 'S. Sivakumar', 'Shreya Ghoshal', 'Pradeep Kumar', 'Sid Sriram', 'Shashaa Tirupati', 'Nakash Aziz', 'Neeti Mohan']","['Pandiraj', 'Vignesh Shivan']","['Pandiraj', 'Yugabharathi', 'GKB']","['Kalanithi Maran', 'R S Suresh Maniyan', 'D Ramesh Kuchirayar']",https://subdl.com/s/subtitle/sd388638/namma-veettu-pillai,
Hero,ta,"['Action','Drama','Thriller']",20-12-2019,164,U,250000000,480000000,Flop,"['Sivakarthikeyan', 'Arjun Sarja', 'Abhay Deol', 'Kalyani Priyadarshan', 'Ivana', 'Robo Shankar', 'Elango Kumaravel', 'N. Azhagamperumal', 'Ray Paul', 'Pandian', 'Prem', 'Sharath Ravi', 'Nishesh']","['Ilaiyaraaja', 'Yuvan Shankar Raja', 'Tapas Nayak']",['P. S. Mithran'],"['Pa. Vijay', 'Pon Parthiban', 'Rokesh', 'Savari Muthu', 'Anthony Bhagyaraj']","['R. D. Raja', 'Kotapadi J Rajesh', 'T Ezhumalaiyan']",https://subscene.vip/movie-subtitles/hero-2019-31551,
Vallavanukku Pullum Aayudham,ta,['Comedy'],10-05-2014,148,U,100000000,600000000,Super Hit,"['Santhanam', 'Ashna Zaveri', 'Senthil Kumar', 'Nagineedu Vellanki', 'VTV Ganesh', 'Ravi Prakash', 'Rajakumaran', 'Sugunthan', 'Subbu Panchu', 'Abhinay', 'Powerstar Srinivasan', 'Srinath']",['Siddarth Vippin'],['Srinath'],['S.S. Kanchi'],['Pearl V. Polturi'],https://subdl.com/s/subtitle/sd54778/vallavanukku-pullum-aayudham,
Vaaliba Raja,ta,['Comedy'],25-03-2016,119,U,50000000,75000000,Disaster,"['Santhanam', 'Sethu', 'Vishakha Singh', 'Nushrratt Bharuccha', 'Jayaprakash', 'Sriranjini', 'VTV Ganesh', 'Devadarshini', 'Chitra Lakshmanan', 'Neelima Rani', 'Subbu Panchu', 'Rajendran', 'Santhana Bharathi', 'Meera Krishnan', 'Pattimandram Raja', 'Pandu']","['Radhan', 'Arun Seenu']",['Sai Gokul Ramanath'],"['Sai Gokul Ramanath', 'Ganesh Raj']",['H Murali'],https://subdl.com/s/subtitle/sd29814/vaaliba-raja/english,
Dhilluku Dhuddu,ta,"['Comedy','Horror']",07-07-2016,160,UA,60000000,353000000,Blockbuster,"['Santhanam', 'Anchal Singh', 'Karunas', 'Rajendran', 'Saurabh Shukla', 'Anandaraj', 'Singamuthu', 'T.M. Karthik', 'Lollu Sabha Manohar', 'Ganeshkar', 'Mayilsamy', 'Chavi Sharma', 'Baby Swaksha']","['Karthik Raja', 'S. Thaman']","['Rambhala', 'Zion']",['Viveka'],['N. Ramasamy'],https://subdl.com/s/subtitle/sd142064/dhilluku-dhuddu,
Sakka Podu Podu Raja,ta,"['Action','Comedy']",21-12-2017,129,UA,55000000,103000000,Flop,"['Santhanam', 'Vaibhavi Shandilya', 'Vivek', 'VTV Ganesh', 'Sampath Raj', 'Surekha Vani', 'Sanjana Singh', 'Papri Ghosh', 'Robo Shankar', 'Powerstar Srinivasan', 'Daniel Annie Pope', 'Rajkumar', 'Sharath Lohitashwa', 'Narayan Lucky']",['Anirudh Ravichander'],['G. L. Sethuraman'],"['Karunakaran', 'G. L. Sethuraman']",[],http://www.elsubtitle.com/title/tt7510870/,
Dhilluku Dhuddu 2,ta,"['Comedy','Horror']",25-01-2019,119,UA,80000000,340000000,Super Hit,"['Santhanam', 'Shritha Sivadas', 'Rajendran', 'Bipin', 'Urvashi', 'T.M. Karthik']","['Shabir', 'Yamini Ghantasala']",['Rambhala'],"['Arun Bharathi', 'Gana Vinod']","['M. Senthil Kumar', 'S. Raj Narayanan', 'C. Ramesh Kumar']",https://subdl.com/s/subtitle/sd342740/dhilluku-dhuddu-2,
A1,ta,"['Comedy','Drama']",26-07-2019,109,U,75000000,211500000,Hit,"['Santhanam', 'Tara Alisha Berry', 'Yatin Karyekar', 'Sai Kumar', 'M. S. Bhaskar', 'Meera Krishnan', 'Rajendran', 'Swaminathan', 'Manohar', 'Bijili Ramesh', 'Tiger Thangadurai']",['Santhosh Narayanan'],['Johnson K.'],[],"['S. Raj Narayanan', 'K. R. Bala Murugan']",https://www.opensubtitles.org/en/subtitles/8007297/a1-en,
Dagaalty,ta,"['Action','Comedy','Drama']",31-01-2020,121,UA,70000000,80000000,Disaster,"['Santhanam', 'Rittika Sen', 'Yogi Babu', 'Radha Ravi', 'Santhana Bharathi', 'Rekha', 'Namo Narayanan', 'Manobala', 'Brahmanandam', 'Scarlett Mellish Wilson']","['Santhosh Narayanan', 'G. Suren', 'Govindh Vasantha', 'Vijaynarain', 'S. Alagiakoothan', 'Dhee']","['Vijay Anand', 'Umapathy']","['Madhan Karky', 'Subu', 'Vijay Anand', 'Arivu']","['C. Ramesh Kumar', 'SP Chowdhary']",https://yifysubtitles.org/movie-imdb/tt10966832,
Thimiru,ta,['Action'],12-08-2006,155,U,60000000,250000000,Blockbuster,"['Vishal Krishna', 'Reema Sen', 'Sriya Reddy', 'Vadivelu', 'Manoj K Jayan', 'I. M. Vijayan', 'Bhawan', 'Neelima Rani', 'Vinayakan', 'Sriranjini', 'Nizhalgal Ravi', 'Singamuthu', 'Mayilsamy', 'Aarthi', 'Manikka Vinayagam', 'Kiran Rathod']","['Shankar Mahadevan', 'Yuvan Shankar Raja', 'Gangai Amaran', 'Anushka Manchanda', 'Shreya Ghoshal', 'Annupamaa', 'Kunal Ganjawala']",['Tarun Gopi'],"['Tarun Gopi', 'Pa. Vijay', 'Na. Muthu Kumar', 'Yugabharathi']",['Vikram Krishna'],https://www.opensubtitles.org/en/subtitles/7996876/thimiru-en,
Malaikottai,ta,['Action'],05-10-2007,144,UA,60000000,225000000,Hit,"['Vishal Krishna', 'Priyamani', 'Devaraj', 'Ajay', 'Ashish Vidhyarthi', 'Azhagu', 'Urvashi', 'Kadhal Thandapani', 'Mayilsamy', 'Ponnambalam', 'Ajay Rathnam', 'Poovilangu Mohan', 'Aarthi', 'Deepa Venkat', 'Nirosha', 'G. M. Kumar', 'Manobala', 'Ashwanth Thilak']","['Mani Sharma', 'Gangai Amaran', 'Vijay Yesudas', 'Anuradha Sriram', 'Rahul Nambiar', 'K. G. Ranjith', 'Tippu', 'Rita Thyagarajan']",['Boopathy Pandian'],"['Na. Muthu Kumar', 'Yugabharathi']",['Ajay Kumar'],https://subimdb.com/subtitles/malaikottai/english/1357445,
Avan Ivan,ta,"['Action','Comedy','Drama']",17-06-2011,127,UA,150000000,412500000,Super Hit,"['Arya', 'Vishal Krishna', 'G. M. Kumar', 'Janani Iyer', 'Madhu Shalini', 'Ambika', 'R. K.', 'Suriya']","['Yuvan Shankar Raja', 'Vijay Prakash', 'Sathyan Mahalingam', 'Vijay Yesudas', 'Haricharan', 'Suchitra', 'T. L. Maharajan']",['Bala'],['Na. Muthu Kumar'],['Kalpathi S Aghoram'],https://subdl.com/s/subtitle/sd7196/avan-ivan,
Vedi,ta,"['Action','Thriller']",30-09-2011,132,UA,110000000,237500000,Flop,"['Vishal Krishna', 'Sameera Reddy', 'Sayaji Shinde', 'Sriman', 'Poonam Kaur', 'Vivek', 'Urvashi', 'Raviprakash', 'Uma Padmanabhan', 'Sophie Choudry']","['Vijay Antony', 'Saindhavi Prakash']","['Prabhu Deva', 'Siva']","['Na. Muthu Kumar', 'Kabilan']",['Vikram Krishna'],https://subdl.com/s/subtitle/sd169164/vedi,
Paayum Puli,ta,"['Action','Crime','Thriller']",04-09-2015,135,U,90000000,241500000,Above Average,"['Vishal Krishna', 'Kajal Agarwal', 'Samuthirakani', 'Soori', 'Aishwarya Dutta', 'Jayaprakash', 'Anandaraj', 'Harish Uthaman', 'Vela Ramamoorthy', 'Murali Sharma', 'K. S. G. Venkatesh', 'R. K.', 'Sreeja Ravi', 'Yuvina Parthavi', 'George Mariyan', 'Manoj Kumar', 'Arul Dass', 'Appukutty', 'Nikita Thukral', 'Raveena Ravi']","['D. Imman', 'Armaan Malik', 'Malgudi Subha', 'Shashaa Tirupati', 'Divya Kumar', 'Diwakar', 'Jyoti Nooran']",['Suseenthiran'],['Suseenthiran'],['S Madhan'],https://subdl.com/s/subtitle/sd2233/paayum-puli,
Ayogya,ta,"['Action','Crime','Drama']",17-05-2019,146,UA,140000000,301500000,Average,"['Vishal Krishna', 'Raashi Khanna', 'Parthiban', 'Devadarshini', 'Anandaraj', 'Pooja Devariya', 'Sonia Agarwal', 'Yogi Babu', 'Arjai', 'Vela Ramamoorthy', 'M. S. Bhaskar', 'Sana Khaan', 'Rahul Thatha', 'Radha Ravi', 'Raveena Ravi']","['Anirudh Ravichander', 'T. Udayakumar', 'Sam C S', 'Pooja Vaidyanath', 'Onasis Mohan']",['Venkat Mohan'],"['Vakkantham Vamsi', 'Vivek']","['Madhu B.', 'Praveen Daniel', 'T Murugesan']",https://subdl.com/s/subtitle/sd256521/ayogya/english,
Once More,ta,"['Comedy','Drama','Romance']",04-06-1997,160,U,20000000,89500000,Hit,"['Vijay', 'Sivaji Ganesan', 'B. Saroja Devi', 'Simran', 'Manivannan']",['Deva'],['S. A. Chandrasekhar'],"['S. A. Chandrasekhar', 'Sri Ganesh']",[],https://isubtitles.proxybit.monster/once-more/english-subtitles/685254,
Kannukkul Nilavu,ta,"['Drama','Mystery','Romance']",14-01-2000,167,U,38000000,91000000,Average,"['Vijay', 'Shalini', 'Dhamu', 'Srividya', 'Raghuvaran', 'Kaveri', 'Madhan Bob', 'Charle', 'Sandra Amy']",['Ilaiyaraaja'],['Fazil'],[],['Mohan Natarajan'],https://yifysub.net/subtitles/kannukkul-nilavu-2000-english-yify-subtitles-1325481,
Kushi,ta,"['Comedy','Drama','Romance']",19-05-2000,178,UA,40000000,251500000,Blockbuster,"['Vijay', 'Jyothika', 'Nagendra Prasad', 'Nizhalgal Ravi', 'Vijayakumar', 'Janaki Sabesh', 'Vivek', 'Mumtaj', 'Rajan P Dev', 'Beena Banerjee', 'Besant Ravi', 'Shilpa Shetty', 'S. J. Surya', 'Shaam', 'Ravi Mariya']",['Deva'],['S. J. Surya'],[],['A. M. Rathnam'],https://subdl.com/s/subtitle/sd29056/kushi,
Priyamaanavale,ta,"['Drama','Romance']",20-10-2000,169,UA,50000000,135000000,Hit,"['Vijay', 'Simran', 'Vivek', 'Delhi Ganesh', 'Radhika Chaudhari']",[],['K. Selvabharathy'],['Pa. Vijay'],[],https://subtitleshub.net/priyamanavale-english-srt-3233038/,
Youth,ta,"['Drama','Romance']",19-07-2002,170,U,70000000,181000000,Average,"['Vijay', 'Shaheen Khan', 'Vivek', 'Vijayakumar', 'Yugendran', 'Manivannan', 'Cochin Haneefa', 'Sindhu Menon', 'Kalairani', 'Simran', 'Madhan Bob', 'Bosskey', 'Fathima Babu', 'Pandu', 'Muthukalai', 'Bonda Mani', 'Diya', 'Sridhar']",['Mani Sharma'],['Vincent Selva'],"['Trivikram Srinivas', ' Prasanna Kumar Bejawada', 'Kabilan']",[],https://subdl.com/s/subtitle/sd264517/youth,
Bagavathi,ta,"['Action','Drama']",04-11-2002,157,UA,80000000,205000000,Hit,"['Vijay', 'Vadivelu', 'Ashish Vidhyarthi', 'Reema Sen', 'Ponnambalam', 'Jai Sampath', 'Monica', 'Benjamin', 'Yugendran', 'Ramji', 'Thalaivasal Vijay', 'Seema', 'Sathyapriya', 'Ilavarasu', 'Singamuthu', 'Citizen Mani']",['Deva'],['A. Venkatesh'],"['A. Venkatesh', 'Na. Muthu Kumar']",['V. Swaminathan'],https://subdl.com/s/subtitle/sd177494/bagavathi,
Thirumalai,ta,"['Action','Romance']",24-10-2003,169,UA,80000000,391500000,Super Hit,"['Vijay', 'Jyothika', 'Raghuvaran', 'Vivek', 'Krishnakumar Ramakumar', 'Kausalya', 'Manoj K Jayan', 'Shyam Ganesh', 'Kiran Rathod', 'Raghava Lawrence', 'Lavanya']",['Vidyasagar'],['Ramana'],"['Ramana', 'Na. Muthu Kumar', 'Kabilan']",['Pushpa Kandaswamy'],https://subdl.com/s/subtitle/sd27675/thirumalai,
Ghilli,ta,"['Action','Drama','Romance']",17-04-2004,160,UA,80000000,425000000,Blockbuster,"['Vijay', 'Trisha Krishnan', 'Prakash Raj', 'Ashish Vidhyarthi', 'Janaki Sabesh', 'Nancy Jennifer', 'Dhamu', 'Tanikella Bharani', 'Vinod Raj', 'T. K. Kala', 'Nagendra Prasad', 'Mayilsamy', 'Maran', 'Brahmanandam', 'Appukutty', 'Ponnambalam', 'Nandha Saravanan', 'Pandu', 'Karate Raja', 'Pandi', 'Vimal', 'Aadukalam Murugadoss', 'Pondy Ravi', 'Scisor Manogar', 'Suruli Manohar']","['Vidyasagar', 'Sukhwinder Singh', 'Udit Narayan', 'Sunidhi Chauhan', 'Anuradha Sriram', 'Sujatha Mohan', 'Kay Kay', 'Tippu', 'Jayamoorthy']","['Dharani', 'Gunasekhar']","['Pa. Vijay', 'Bharathan', 'Na. Muthu Kumar', 'Yugabharathi', 'Kabilan']",['A. M. Rathnam'],https://subdl.com/s/subtitle/sd73050/ghilli,
Madurey,ta,['Action'],29-08-2004,145,UA,80000000,240000000,Flop,"['Vijay', 'Sonia Agarwal', 'Rakshita', 'Vadivelu', 'Pasupathy Masilamani', 'Seetha', 'Tejashree', 'Manivannan', 'Nizhalgal Ravi', 'Ilavarasu', 'A. V. Ramanan', 'Yugendran', 'Manikka Vinayagam', 'Shanmugarajan']",['Vidyasagar'],['Ramana Madhesh'],"['Ramana Madhesh', 'Bharathan', 'Kabilan']",[],https://subimdb.com/subtitles/madurey/english/1780315,
Thirupaachi,ta,"['Action','Drama']",14-01-2005,178,UA,100000000,389500000,Super Hit,"['Vijay', 'Trisha Krishnan', 'Mallika', 'Kota Srinivasa Rao', 'Manoj K Jayan', 'Pasupathy Masilamani', 'Livingston', 'Benjamin', 'Yugendran', 'Aryan', 'Vaiyapuri', 'Vijayan', 'Vinod Raj', 'Rajyalakshmi', 'M. N. Rajam', 'Nellai Siva', 'M. S. Bhaskar', 'Sashi Kumar', 'Meenal', 'Kumarimuthu', 'Fathima Babu', 'Scisor Manogar', 'Chaya Singh']","['Mani Sharma', 'Devi Sri Prasad', 'Dhina']",['Perarasu'],['Perarasu'],['R. B. Choudary'],http://www.elsubtitle.com/title/tt0475756/,
Sachein,ta,"['Comedy','Drama','Romance']",14-04-2005,145,UA,80000000,240000000,Average,"['Vijay', ""Genelia D'Souza"", 'Bipasha Basu', 'Vadivelu', 'Raghuvaran', 'Santhanam', 'Chaams', 'Thalaivasal Vijay', 'Mohan Sharma', 'Mayilsamy', 'Linda Arsenio', 'Kaniha', 'Bonda Mani', 'Sathyan Sivakumar', 'Vaiyapuri']","['Shankar Mahadevan', 'Devi Sri Prasad', 'Jassie Gift', 'Sunitha Sarathy', 'Karthik', 'Malathy Lakshman']",['John Mahendran'],"['John Mahendran', 'Pa. Vijay', 'Na. Muthu Kumar', 'Kabilan']",['S. Thanu'],https://subdl.com/s/subtitle/sd20382/sachein,
Sivakasi,ta,"['Action','Drama']",01-11-2005,175,U,80000000,340000000,Super Hit,"['Vijay', 'Asin Thottumkal', 'Prakash Raj', 'Nayanthara', 'Geetha', 'Rajesh', 'Saranya Ponvannan', 'Venba']","['Srikanth Deva', 'Deva']",['Perarasu'],['Perarasu'],['A. M. Rathnam'],https://subdl.com/s/subtitle/sd54983/sivakasi,
Aathi,ta,"['Action','Drama','Thriller']",14-01-2006,167,UA,120000000,240000000,Flop,"['Vijay', 'Trisha Krishnan', 'Sai Kumar', 'Prakash Raj', 'Vivek', 'Subbaraju', 'Adithya Menon', 'Nassar', 'Manivannan', 'Seetha', 'Livingston', 'Vijayakumar', 'Malavika Avinash', 'Sneha Nambiar', 'Karate Raja', 'Madhan Bob', 'Raj Kapoor', 'Rajan P Dev', 'Santhana Bharathi', 'Dhamu', 'Devan', 'Sampath Ram', 'Nandha Saravanan', 'Krishnakumar Ramakumar', 'Amritha']","['Vidyasagar', 'Saindhavi Prakash']","['S. A. Chandrasekhar', 'Ramana', 'Surender Reddy']","['Surender Reddy', 'Vakkantham Vamsi']",['Shoba Chandrasekhar'],https://subdl.com/s/subtitle/sd295209/aathi/english,
Pokkiri,ta,"['Action','Crime','Thriller']",12-01-2007,161,UA,150000000,540000000,Blockbuster,"['Vijay', 'Asin Thottumkal', 'Prakash Raj', 'Napoleon', 'Nassar', 'Sriman', 'Mukesh Tiwari', 'Vadivelu', 'Subbaraju', 'Brinda Parekh', 'Vincent Asokan', 'Anandaraj', 'Master Bharath', 'Sriranjini', 'Ajay Rathnam', 'G. V. Sudhakar Naidu', 'Dhamu', 'Vaiyapuri', 'Karate Raja', 'Rekha', 'Pandu', 'King Kong', 'Besant Ravi', 'Joy Badlani', 'Mousumi Saha', 'Scisor Manogar', 'Sampath Ram', 'Japan Kumar', 'Mumaith Khan', 'Sridhar', 'Prabhu Deva']","['Shankar Mahadevan', 'Mani Sharma', 'Rahul Nambiar', 'Suchitra', 'Shweta Mohan', 'K. G. Ranjith']","['Prabhu Deva', 'Puri Jagannath']","['Snehan', 'Pa. Vijay', 'Na. Muthu Kumar', 'Kabilan']",['Ramesh Babu'],https://subdl.com/s/subtitle/sd18445/pokkiri,
Azhagiya Tamil Magan,ta,"['Action','Drama','Thriller']",08-11-2007,171,U,150000000,271500000,Flop,"['Vijay', 'Shriya Saran', 'Namitha', 'Santhanam', 'Ashish Vidhyarthi', 'Geetha', 'M. S. Bhaskar', 'Sathyan Sivakumar', 'Sayaji Shinde', 'Kanja Karuppu', 'Tanikella Bharani', 'Shakeela', 'Chaams', 'Sriman', 'Appukutty', 'Manobala', 'Niveditha Vijayan']","['A. R. Rahman', 'Saindhavi Prakash']",['Bharathan'],"['S. K. Jeeva', 'Bharathan', 'Na. Muthu Kumar']",['Swargachitra Appachan'],https://subdl.com/s/subtitle/sd219250/azhagiya-tamil-magan,
Kuruvi,ta,"['Action','Comedy','Drama']",03-05-2008,150,UA,220000000,310000000,Average,"['Vijay', 'Trisha Krishnan', 'Suman Talwar', 'Manivannan', 'Ashish Vidhyarthi', 'Nassar', 'Vivek', 'Saranya Ponvannan', 'Chitti Babu', 'G. M. Kumar', 'Pawan', 'G. V. Sudhakar Naidu', 'Lollu Sabha Jeeva', 'S. N. Lakshmi', 'Narsing Yadav', 'Sujatha Sivakumar', 'Vimal', 'Vidharth', 'Nivetha Thomas', 'Ilavarasu', 'Cell Murugan', 'Chaplin Balu', 'T. K. Kala', 'Maran', 'Subbaraju', 'Malavika']","['Vidyasagar', 'AS Laxmi Narayanan']","['Dharani', 'Babusivan']","['Na. Muthu Kumar', 'Kabilan']",['Udhayanidhi Stalin'],https://subdl.com/s/subtitle/sd4667/kuruvi,
Sura,ta,['Action'],30-04-2010,159,U,300000000,390000000,Disaster,"['Vijay', 'Tamanna Bhatia', 'Dev Gill', 'Vadivelu', 'Sriman', 'Riyaz Khan', 'Radha Ravi', 'Ilavarasu', 'Sujatha Sivakumar', 'Madhan Bob', 'Yuvarani', 'Vaiyapuri', 'King Kong', 'Venniradai Moorthy', 'Mithu Chakrabarty', 'Mahanadhi Sankar']","['Mani Sharma', 'Saindhavi Prakash']",['S. P. Rajkumar'],"['Na. Muthu Kumar', 'Kabilan']",[],https://subdl.com/s/subtitle/sd5666/sura/english,
